35.55	5.35
35.95	6.05
34.8	5.85
33.7	6.15
33.95	6.6
33.7	7.05
32.75	7.1
32.3	7.65
33	7.9
31.95	8.15
31.15	8.65
30.35	8.85
29.85	9
30.7	9.15
29.7	9.9
30.45	9.95
30.95	9.85
31.8	9.45
32.45	8.8
33.55	8.6
34.35	7.7
34.7	8
34.6	7.25
35	6.8
35.5	7.35
36.1	7.5
36.55	7
36	8.2
35.35	8.05
36.55	8.65
36.4	9.1
35.5	9.1
34.55	8.85
35.25	9.4
34.4	9.5
33.5	9.3
33.85	9.8
32.5	9.65
32.3	10.25
33.3	10.3
31.6	10.5
30.6	10.5
30.4	11.1
30.9	11.45
30.7	11.65
30.4	12.05
31.2	12
31.95	11.35
31.65	11.05
32.95	11.15
32.65	11.7
32.25	12.25
32.05	12.25
31.3	12.7
31.95	12.95
32.75	13.1
33.15	13.2
33.1	12.75
33.15	12.1
34.3	11.75
34	10.85
34.65	11
34.8	10.1
35.65	9.85
36.35	10
35.55	10.75
35.8	11.55
35.2	11.75
34.7	11.75
34.95	12.75
34.05	12.55
34.05	13.05
33.25	13.7
33.2	14.15
33.25	14.7
33	15.15
32.95	15.65
32.6	16.15
32.45	16.75
32.65	17.05
32.75	17.3
31.75	17.2
31.7	17.65
31	17.5
31.15	17.9
30.45	18.05
30.05	18.8
30.55	18.8
30.5	19.3
30.25	19.4
29.6	19.85
29.15	20.55
30.25	20.45
30.7	20.05
31	19.9
31.55	19.65
31.5	18.55
32.05	18.6
31.95	19.1
32.6	18.35
32.85	17.95
33.45	17.45
33.7	17
34.25	17.35
34.3	18.05
33.85	18.4
33.05	18.85
33.25	18.95
32.8	19.15
32.3	19.85
32.8	20
31.75	20.25
31.75	20.75
32.1	21.15
31.55	21.6
30.65	21.3
29.95	21.6
29.5	21.6
30.35	22.05
31.05	22
31.55	22.2
30.95	22.65
30.3	23.1
29.6	23.15
29.35	22.55
29.2	23.85
30.75	24
30.95	24.15
31.45	23.7
31.95	23.15
32.55	22.05
32.6	22.55
33.25	22.25
33.65	21.9
33.5	21.3
33.1	20.75
33.8	20.4
33.85	20
34.15	19.3
34.85	18.85
35.3	18.55
35.4	19.35
34.55	19.75
35.05	20
35.95	19.85
36.35	20.6
35.5	20.55
34.45	20.65
34.4	21.25
35	21.05
35.75	21.3
35.05	21.5
34.6	22.05
34.2	21.75
36.25	21.95
35.7	22.3
35.5	22.9
35.85	23.25
36.3	23.8
35.45	24.1
34.9	23.5
34.2	22.9
33.85	23.3
33.25	23.35
32.45	23.7
33.6	23.9
34.25	23.95
34.25	24.1
35.4	24.7
35.15	25.3
34.4	24.9
33.7	24.85
32.25	24.45
32.5	24.7
31.45	24.45
31.55	25.2
31.05	25
30.25	24.3
29.8	24.8
29.6	25.5
29.7	26.05
30.5	25.5
30.65	26
31.25	26.05
31.45	26.95
30.75	26.9
30.65	27.15
31.25	27.85
31.85	27.75
32.7	28.2
33.25	27.55
32.4	27.1
32.15	26.65
32.35	25.95
32.95	25.5
33.85	26.05
33.05	26.5
33.65	27
34.1	27.35
34.2	27.95
34.65	26.85
35.25	26
35.7	26.15
34.4	25.6
21.3	20.8
20.15	20.9
19.2	21.35
19.1	21.85
18.45	22.8
18.75	22.95
19.4	23
19.55	22.25
19.8	21.85
20.5	21.85
21.45	21.45
21.7	21.9
21.4	22.3
21	22.6
21.15	22.95
20.5	22.85
19.75	23.65
19.2	23.7
18.45	24.35
20.65	23.85
20.65	24.3
19.7	24.6
20.15	25.05
22.15	25.1
21.6	24.65
21.7	23.8
21.9	23.65
22.55	23.5
22.55	24.3
23.3	24.45
24.25	24.35
23.8	25.25
23.4	23.8
22.9	23.2
22.3	22.8
22.2	22.4
23.1	21.7
22.85	21.9
22.65	21.1
23.15	22.6
24.1	21.9
24.7	22.2
24.3	22.6
24.15	23.3
23.9	23.45
5.2	2.15
6.35	1.95
6.75	2.3
5.9	2.4
5.4	2.7
4.85	2.9
4.85	3.35
5.15	3.45
5.7	3.45
6.2	3
6.2	3.2
7.65	2.15
7.2	2.75
6.75	3.2
6.75	3.55
6.65	3.8
5.8	4
4.95	4.05
5.1	4.35
5.7	4.45
5.45	4.85
6.7	4.8
6.55	5.05
7.2	4.9
6.2	4.25
7.1	4.3
7.85	4.5
7.6	4.15
7.25	3.55
7.8	3.35
8.05	2.75
8.5	3.25
8.1	3.55
8.15	4
